exp_id,lambda,mean_forgetting,se,nonmed_forgetting,med_acc
L2SP_lam0p001,0.001,0.04199418743477805,0.0054263135618986096,0.04695905596866464,0.7473062967224268
L2SP_lam0p01,0.01,0.022848449737587193,0.003686770580496413,0.026208076708665113,0.7578907460846382
L2SP_lam0p1,0.1,0.009198572031648046,0.002505159311898539,0.01097735181468109,0.7631094387876713
