eid,seed,rtype,rsize,subject,medical,forgetting
E02_s7,7,none,0,high_school_biology,False,0.012903225806451646
E02_s7,7,none,0,high_school_chemistry,False,0.0
E02_s7,7,none,0,high_school_computer_science,False,-0.040000000000000036
E02_s7,7,none,0,high_school_european_history,False,-0.38181818181818183
E02_s7,7,none,0,high_school_geography,False,0.02020202020202011
E02_s7,7,none,0,high_school_government_and_politics,False,-0.005181347150259086
E02_s7,7,none,0,high_school_macroeconomics,False,-0.05128205128205121
E02_s7,7,none,0,high_school_mathematics,False,0.0
E02_s7,7,none,0,high_school_microeconomics,False,-0.01680672268907557
E02_s7,7,none,0,high_school_physics,False,-0.019867549668874163
E02_s7,7,none,0,high_school_psychology,False,-0.00917431192660556
E02_s7,7,none,0,high_school_statistics,False,-0.01388888888888895
E02_s7,7,none,0,high_school_us_history,False,-0.25
E02_s7,7,none,0,high_school_world_history,False,-0.31223628691983124
E02_s7,7,none,0,human_aging,True,-0.013452914798206317
E02_s7,7,none,0,human_sexuality,True,-0.01526717557251911
E02_s7,7,none,0,international_law,False,-0.05785123966942152
E02_s7,7,none,0,jurisprudence,False,0.0
E02_s7,7,none,0,logical_fallacies,False,-0.04907975460122693
E02_s7,7,none,0,machine_learning,False,-0.0357142857142857
E02_s7,7,none,0,management,False,0.03883495145631077
E02_s7,7,none,0,marketing,False,0.0
E02_s7,7,none,0,medical_genetics,True,-0.010000000000000009
E02_s7,7,none,0,miscellaneous,False,-0.026819923371647514
E02_s7,7,none,0,moral_disputes,False,0.011560693641618491
E02_s7,7,none,0,moral_scenarios,False,-0.3452513966480447
E02_s7,7,none,0,nutrition,False,-0.016339869281045694
E02_s7,7,none,0,philosophy,False,-0.05787781350482324
E02_s7,7,none,0,prehistory,False,-0.03703703703703698
E02_s7,7,none,0,professional_accounting,False,-0.01773049645390079
E02_s7,7,none,0,professional_law,False,-0.08148631029986964
E02_s7,7,none,0,professional_medicine,True,0.044117647058823595
E02_s7,7,none,0,professional_psychology,False,-0.037581699346405206
E02_s7,7,none,0,public_relations,False,-0.018181818181818188
E02_s7,7,none,0,security_studies,False,-0.1959183673469388
E02_s7,7,none,0,sociology,False,-0.00497512437810943
E02_s7,7,none,0,us_foreign_policy,False,0.010000000000000009
E02_s7,7,none,0,virology,True,-0.030120481927710885
E02_s7,7,none,0,world_religions,False,-0.01754385964912286
E09_s7,7,real,50,abstract_algebra,False,-0.10999999999999999
E09_s7,7,real,50,anatomy,True,0.0
E09_s7,7,real,50,astronomy,False,-0.019736842105263164
E09_s7,7,real,50,business_ethics,False,-0.029999999999999916
E09_s7,7,real,50,clinical_knowledge,True,-0.007547169811320753
E09_s7,7,real,50,college_biology,True,-0.00694444444444442
E09_s7,7,real,50,college_chemistry,False,-0.030000000000000027
E09_s7,7,real,50,college_computer_science,False,-0.030000000000000027
E09_s7,7,real,50,college_mathematics,False,0.0
E09_s7,7,real,50,college_medicine,True,0.028901734104046173
E09_s7,7,real,50,college_physics,False,0.02941176470588236
E09_s7,7,real,50,computer_security,False,-0.020000000000000018
E09_s7,7,real,50,conceptual_physics,False,-0.021276595744680882
E09_s7,7,real,50,econometrics,False,-0.07894736842105265
E09_s7,7,real,50,electrical_engineering,False,-0.020689655172413723
E09_s7,7,real,50,elementary_mathematics,False,-0.03439153439153442
E09_s7,7,real,50,formal_logic,False,-0.007936507936507908
E09_s7,7,real,50,global_facts,False,-0.07000000000000006
E09_s7,7,real,50,high_school_biology,False,-0.003225806451612856
E09_s7,7,real,50,high_school_chemistry,False,0.0
E09_s7,7,real,50,high_school_computer_science,False,-0.06000000000000005
E09_s7,7,real,50,high_school_european_history,False,-0.38787878787878793
E09_s7,7,real,50,high_school_geography,False,0.015151515151515138
E09_s7,7,real,50,high_school_government_and_politics,False,-0.01036269430051806
E09_s7,7,real,50,high_school_macroeconomics,False,-0.053846153846153766
E09_s7,7,real,50,high_school_mathematics,False,-0.04814814814814816
E09_s7,7,real,50,high_school_microeconomics,False,-0.021008403361344463
E09_s7,7,real,50,high_school_physics,False,-0.03311258278145701
E09_s7,7,real,50,high_school_psychology,False,-0.007339449541284404
E09_s7,7,real,50,high_school_statistics,False,-0.0185185185185186
E09_s7,7,real,50,high_school_us_history,False,-0.25
E09_s7,7,real,50,high_school_world_history,False,-0.3206751054852321
E09_s7,7,real,50,human_aging,True,0.0
E09_s7,7,real,50,human_sexuality,True,-0.03053435114503822
E09_s7,7,real,50,international_law,False,-0.03305785123966942
E09_s7,7,real,50,jurisprudence,False,0.0
E09_s7,7,real,50,logical_fallacies,False,-0.036809815950920255
E09_s7,7,real,50,machine_learning,False,-0.0535714285714286
E09_s7,7,real,50,management,False,0.019417475728155442
E09_s7,7,real,50,marketing,False,-0.012820512820512775
E09_s7,7,real,50,medical_genetics,True,-0.010000000000000009
E09_s7,7,real,50,miscellaneous,False,-0.026819923371647514
E09_s7,7,real,50,moral_disputes,False,0.014450867052023142
