exp_id,timestamp,model,domain,lora_rank,n_steps,replay_size,seed,subject,is_medical,accuracy,delta_acc,forgetting
L2SP_lam0p1,2026-05-25T14:23:56.653475,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,high_school_mathematics,False,0.5148148148148148,-0.03703703703703698,0.03703703703703698
L2SP_lam0p1,2026-05-25T14:23:56.654158,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,high_school_microeconomics,False,0.9327731092436975,-1.1102230246251565e-16,1.1102230246251565e-16
L2SP_lam0p1,2026-05-25T14:23:56.654846,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,high_school_physics,False,0.7284768211920529,0.0331125827814569,-0.0331125827814569
L2SP_lam0p1,2026-05-25T14:23:56.655518,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,high_school_psychology,False,0.9339449541284404,0.0,-0.0
L2SP_lam0p1,2026-05-25T14:23:56.656198,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,high_school_statistics,False,0.7777777777777778,0.01388888888888895,-0.01388888888888895
L2SP_lam0p1,2026-05-25T14:23:56.656886,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,high_school_us_history,False,0.8725490196078431,0.009803921568627416,-0.009803921568627416
L2SP_lam0p1,2026-05-25T14:23:56.657557,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,high_school_world_history,False,0.7552742616033755,0.0,-0.0
L2SP_lam0p1,2026-05-25T14:23:56.658237,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,human_aging,True,0.7488789237668162,0.0,-0.0
L2SP_lam0p1,2026-05-25T14:23:56.658914,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,human_sexuality,False,0.8396946564885496,-0.007633587786259555,0.007633587786259555
L2SP_lam0p1,2026-05-25T14:23:56.659584,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,international_law,False,0.859504132231405,-0.016528925619834656,0.016528925619834656
L2SP_lam0p1,2026-05-25T14:23:56.660265,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,jurisprudence,False,0.8611111111111112,0.0092592592592593,-0.0092592592592593
L2SP_lam0p1,2026-05-25T14:23:56.660943,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,logical_fallacies,False,0.8220858895705522,-0.030674846625766805,0.030674846625766805
L2SP_lam0p1,2026-05-25T14:23:56.661634,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,machine_learning,False,0.6964285714285714,-0.017857142857142905,0.017857142857142905
L2SP_lam0p1,2026-05-25T14:23:56.662305,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,management,False,0.8932038834951457,-0.009708737864077555,0.009708737864077555
L2SP_lam0p1,2026-05-25T14:23:56.662990,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,marketing,False,0.9145299145299145,-0.004273504273504258,0.004273504273504258
L2SP_lam0p1,2026-05-25T14:23:56.663668,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,medical_genetics,True,0.85,0.010000000000000009,-0.010000000000000009
L2SP_lam0p1,2026-05-25T14:23:56.664345,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,miscellaneous,False,0.876117496807152,-0.007662835249042099,0.007662835249042099
L2SP_lam0p1,2026-05-25T14:23:56.665025,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,moral_disputes,False,0.7745664739884393,-0.031791907514450934,0.031791907514450934
L2SP_lam0p1,2026-05-25T14:23:56.665704,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,moral_scenarios,False,0.5407821229050279,-0.003351955307262622,0.003351955307262622
L2SP_lam0p1,2026-05-25T14:23:56.666372,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,nutrition,False,0.8562091503267973,-0.0032679738562092497,0.0032679738562092497
L2SP_lam0p1,2026-05-25T14:23:56.667048,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,philosophy,False,0.77491961414791,-0.025723472668810254,0.025723472668810254
L2SP_lam0p1,2026-05-25T14:23:56.667727,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,prehistory,False,0.8179012345679012,-0.015432098765432167,0.015432098765432167
L2SP_lam0p1,2026-05-25T14:23:56.668393,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,professional_accounting,False,0.6347517730496454,-0.03546099290780147,0.03546099290780147
L2SP_lam0p1,2026-05-25T14:23:56.669078,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,professional_law,False,0.5378096479791395,-0.03520208604954367,0.03520208604954367
L2SP_lam0p1,2026-05-25T14:23:56.669754,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,professional_medicine,True,0.8419117647058824,-0.044117647058823484,0.044117647058823484
L2SP_lam0p1,2026-05-25T14:23:56.670431,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,professional_psychology,False,0.8022875816993464,-0.013071895424836555,0.013071895424836555
L2SP_lam0p1,2026-05-25T14:23:56.671121,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,public_relations,False,0.6818181818181818,-0.00909090909090915,0.00909090909090915
L2SP_lam0p1,2026-05-25T14:23:56.671819,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,security_studies,False,0.763265306122449,0.004081632653061273,-0.004081632653061273
L2SP_lam0p1,2026-05-25T14:23:56.672493,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,sociology,False,0.8756218905472637,-0.00497512437810943,0.00497512437810943
L2SP_lam0p1,2026-05-25T14:23:56.673186,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,us_foreign_policy,False,0.9,-0.030000000000000027,0.030000000000000027
L2SP_lam0p1,2026-05-25T14:23:56.673876,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,virology,True,0.536144578313253,0.01807228915662651,-0.01807228915662651
L2SP_lam0p1,2026-05-25T14:23:56.674553,Qwen/Qwen3.5-9B,medqa_l2sp,16,500,0,42,world_religions,False,0.8830409356725146,-0.023391812865496964,0.023391812865496964
